gene_id	colors
cpc54_25541	grey
cpc54_25543	yellow
cpc54_25544	turquoise
cpc54_25545	red
cpc54_2555	tan
cpc54_25550	yellow
cpc54_25551	darkorange
cpc54_25553	yellow
cpc54_25554	green
cpc54_25555	black
cpc54_25556	greenyellow
cpc54_25558	red
cpc54_2556	lightcyan
cpc54_25560	green
cpc54_25561	grey
cpc54_25563	greenyellow
cpc54_25564	blue
cpc54_25565	blue
cpc54_25566	cyan
cpc54_25567	cyan
cpc54_2557	darkorange
cpc54_25571	grey
cpc54_25572	blue
cpc54_25575	brown
cpc54_25576	blue
cpc54_25577	mediumpurple3
cpc54_25578	purple
cpc54_25579	turquoise
cpc54_25580	darkturquoise
cpc54_25582	grey
cpc54_25583	black
cpc54_25586	turquoise
cpc54_25587	black
cpc54_25588	turquoise
cpc54_25589	yellow
cpc54_25591	turquoise
cpc54_25593	salmon
cpc54_25594	lightgreen
cpc54_25596	purple
cpc54_25597	grey
cpc54_25598	green
cpc54_25599	yellow
cpc54_256	darkgrey
cpc54_2560	greenyellow
cpc54_25600	green
cpc54_25601	yellow
cpc54_25602	grey
cpc54_25605	greenyellow
cpc54_25606	yellow
cpc54_25609	blue
cpc54_2561	brown
cpc54_25610	turquoise
cpc54_25613	grey
cpc54_25615	salmon
cpc54_25618	turquoise
cpc54_25619	turquoise
cpc54_25620	saddlebrown
cpc54_25621	blue
cpc54_25622	darkgrey
cpc54_25623	lightcyan1
cpc54_25626	green
cpc54_25629	turquoise
cpc54_2563	darkturquoise
cpc54_25630	royalblue
cpc54_25631	red
cpc54_25635	lightcyan
cpc54_25636	yellow
cpc54_25637	magenta
cpc54_2564	yellow
cpc54_25642	magenta
cpc54_25644	turquoise
cpc54_25645	purple
cpc54_25646	sienna3
cpc54_25647	turquoise
cpc54_25648	yellow
cpc54_25649	turquoise
cpc54_2565	pink
cpc54_25650	blue
cpc54_25651	blue
cpc54_25652	turquoise
cpc54_25653	green
cpc54_25654	pink
cpc54_25655	turquoise
cpc54_25656	brown
cpc54_25658	blue
cpc54_25659	grey60
cpc54_2566	lightcyan
cpc54_25660	yellow
cpc54_25661	black
cpc54_25662	blue
cpc54_25663	black
cpc54_25664	turquoise
cpc54_25665	turquoise
cpc54_25666	grey
cpc54_25667	green
cpc54_25668	green
cpc54_25669	turquoise
cpc54_2567	turquoise
cpc54_25673	turquoise
cpc54_25675	black
cpc54_25676	turquoise
cpc54_25677	grey
cpc54_2568	lightcyan
cpc54_25680	turquoise
cpc54_25683	yellow
cpc54_25684	yellow
cpc54_25685	blue
cpc54_25686	green
cpc54_25687	tan
cpc54_25688	black
cpc54_25689	grey
cpc54_2569	grey
cpc54_25694	darkorange
cpc54_25696	green
cpc54_25697	turquoise
cpc54_257	blue
cpc54_25701	turquoise
cpc54_25702	darkgreen
cpc54_25703	greenyellow
cpc54_25707	brown
cpc54_25708	black
cpc54_25709	blue
cpc54_25710	grey
cpc54_25711	darkred
cpc54_25714	brown
cpc54_25715	purple
cpc54_25716	white
cpc54_25717	green
cpc54_25719	yellow
cpc54_25721	red
cpc54_25723	darkgreen
cpc54_25725	black
cpc54_25729	brown
cpc54_25730	turquoise
cpc54_25731	grey
cpc54_25732	grey
cpc54_25734	darkturquoise
cpc54_25735	royalblue
cpc54_25738	grey
cpc54_2574	greenyellow
cpc54_25740	red
cpc54_25741	darkgreen
cpc54_25742	grey
cpc54_25743	brown
cpc54_25748	green
cpc54_25749	tan
cpc54_2575	grey
cpc54_25750	grey
cpc54_25751	darkgrey
cpc54_25753	green
cpc54_25754	blue
cpc54_25757	blue
cpc54_2576	pink
cpc54_25761	blue
cpc54_25762	blue
cpc54_25763	purple
cpc54_25764	black
cpc54_25765	red
cpc54_25769	grey
cpc54_25770	darkturquoise
cpc54_25771	purple
cpc54_25772	brown
cpc54_25773	lightcyan
cpc54_25775	turquoise
cpc54_25779	greenyellow
cpc54_2578	blue
cpc54_25780	brown
cpc54_25783	tan
cpc54_25784	lightcyan1
cpc54_25785	lightcyan1
cpc54_25786	turquoise
cpc54_25787	royalblue
cpc54_25788	purple
cpc54_25789	purple
cpc54_2579	grey
cpc54_25790	orangered4
cpc54_25791	brown
cpc54_25792	pink
cpc54_25793	turquoise
cpc54_25794	blue
cpc54_25795	brown
cpc54_25796	pink
cpc54_25797	grey
cpc54_258	turquoise
cpc54_2580	floralwhite
cpc54_25801	turquoise
cpc54_25806	red
cpc54_25808	salmon
cpc54_25809	darkgrey
cpc54_2581	saddlebrown
cpc54_25810	turquoise
cpc54_25811	grey
cpc54_25812	turquoise
cpc54_25813	yellow
cpc54_25814	skyblue
cpc54_25815	turquoise
cpc54_25819	darkgrey
cpc54_25821	lightcyan1
cpc54_25823	tan
cpc54_25824	grey
cpc54_25825	turquoise
cpc54_25827	cyan
cpc54_25828	lightyellow
cpc54_2583	pink
cpc54_25831	magenta
cpc54_25832	salmon
cpc54_25833	red
cpc54_25835	black
cpc54_25836	yellow
cpc54_2584	turquoise
cpc54_25841	grey
cpc54_25842	black
cpc54_25843	lightyellow
cpc54_25846	lightcyan
cpc54_25848	grey
cpc54_25849	blue
cpc54_2585	greenyellow
cpc54_25854	lightgreen
cpc54_25855	magenta
cpc54_25856	green
cpc54_25857	greenyellow
cpc54_25858	brown
cpc54_25859	tan
cpc54_2586	purple
cpc54_25860	green
cpc54_25863	green
cpc54_25867	yellow
cpc54_25868	yellow
cpc54_25869	yellow
cpc54_2587	salmon
cpc54_25870	grey
cpc54_25871	grey60
cpc54_25872	magenta
cpc54_25873	yellow
cpc54_25874	yellowgreen
cpc54_25878	turquoise
cpc54_25879	purple
cpc54_2588	grey
cpc54_25880	skyblue
cpc54_25881	greenyellow
cpc54_25883	grey
cpc54_25884	tan
cpc54_25885	blue
cpc54_25888	blue
cpc54_25889	grey
cpc54_25891	grey
cpc54_25896	grey
cpc54_25897	grey
cpc54_25898	white
cpc54_25899	magenta
cpc54_259	blue
cpc54_2590	blue
cpc54_25902	grey
cpc54_25909	black
cpc54_2591	blue
cpc54_25915	grey
cpc54_25916	black
cpc54_25918	black
cpc54_2592	turquoise
cpc54_25920	yellow
cpc54_25921	brown
cpc54_25922	turquoise
cpc54_25925	green
cpc54_25928	darkslateblue
cpc54_2593	tan
cpc54_25932	brown
cpc54_25933	grey
cpc54_25934	turquoise
cpc54_25937	turquoise
cpc54_25939	turquoise
cpc54_2594	yellow
cpc54_25940	turquoise
cpc54_25941	brown
cpc54_25942	turquoise
cpc54_25943	turquoise
cpc54_25944	salmon
cpc54_25945	greenyellow
cpc54_25947	blue
cpc54_25948	yellow
cpc54_25949	blue
cpc54_2595	turquoise
cpc54_25950	grey
cpc54_25951	blue
cpc54_25953	grey
cpc54_25955	salmon
cpc54_25956	turquoise
cpc54_25959	green
cpc54_2596	turquoise
cpc54_25960	purple
cpc54_25961	red
cpc54_25962	green
cpc54_25964	grey
cpc54_25965	brown
cpc54_25966	grey
cpc54_25968	pink
cpc54_25969	turquoise
cpc54_2597	red
cpc54_25970	red
cpc54_25971	cyan
cpc54_25972	blue
cpc54_25973	grey60
cpc54_25974	black
cpc54_25975	darkgrey
cpc54_25977	orange
cpc54_25979	grey
cpc54_2598	lightgreen
cpc54_25980	grey
cpc54_25981	turquoise
cpc54_25982	yellow
cpc54_25988	lightcyan
cpc54_25989	salmon
cpc54_2599	grey
cpc54_25990	magenta
cpc54_25992	grey
cpc54_25993	skyblue
cpc54_25994	grey
cpc54_25995	turquoise
cpc54_25996	turquoise
cpc54_25997	pink
cpc54_25998	lightcyan
cpc54_25999	lightyellow
cpc54_26	thistle1
cpc54_260	pink
cpc54_2600	cyan
cpc54_26000	turquoise
cpc54_26001	turquoise
cpc54_26002	grey60
cpc54_26003	red
cpc54_26005	grey
cpc54_2601	grey
cpc54_26014	violet
cpc54_26015	grey
cpc54_26016	blue
cpc54_26017	brown
cpc54_26019	darkturquoise
cpc54_2602	turquoise
cpc54_26020	sienna3
cpc54_26022	grey
cpc54_26023	black
cpc54_26024	yellow
cpc54_26025	lightsteelblue1
cpc54_26026	saddlebrown
cpc54_26029	floralwhite
cpc54_2603	grey
cpc54_26031	saddlebrown
cpc54_26035	green
cpc54_26036	turquoise
cpc54_26037	green
cpc54_26038	turquoise
cpc54_26039	green
cpc54_2604	grey
cpc54_26041	grey
cpc54_26042	turquoise
cpc54_26043	green
cpc54_26044	turquoise
cpc54_26045	brown
cpc54_26046	lightcyan1
cpc54_26047	turquoise
cpc54_26048	grey
cpc54_26049	grey
cpc54_2605	green
cpc54_26050	greenyellow
cpc54_26051	greenyellow
cpc54_26052	brown
cpc54_26053	magenta
cpc54_26054	magenta
cpc54_26055	purple
cpc54_26058	turquoise
cpc54_26059	black
cpc54_2606	green
cpc54_26060	grey
cpc54_26063	black
cpc54_26069	brown
cpc54_2607	brown
cpc54_26073	grey
cpc54_26074	turquoise
cpc54_26075	yellow
cpc54_26076	tan
cpc54_26077	green
cpc54_26078	blue
cpc54_26079	blue
cpc54_2608	pink
cpc54_26080	red
cpc54_26081	blue
cpc54_26082	turquoise
cpc54_26084	blue
cpc54_26086	greenyellow
cpc54_26087	yellow
cpc54_26088	yellowgreen
cpc54_26089	midnightblue
cpc54_2609	turquoise
cpc54_26090	salmon
cpc54_26091	lightcyan
cpc54_26092	brown
cpc54_26093	brown
cpc54_26094	red
cpc54_26095	grey
cpc54_26097	turquoise
cpc54_26098	yellow
cpc54_26099	turquoise
cpc54_261	lightcyan
cpc54_2610	grey
cpc54_26100	red
cpc54_26101	brown
cpc54_26102	grey
cpc54_26103	brown
cpc54_26105	brown
cpc54_26106	green
cpc54_26108	grey
cpc54_26109	brown
cpc54_2611	pink
cpc54_26110	salmon
cpc54_26111	orange
cpc54_26113	grey
cpc54_26114	red
cpc54_26115	pink
cpc54_26117	black
cpc54_26118	turquoise
cpc54_26119	turquoise
cpc54_26120	purple
cpc54_26121	yellow
cpc54_26123	steelblue
cpc54_26124	magenta
cpc54_26125	grey
cpc54_26126	tan
cpc54_26127	royalblue
cpc54_26128	blue
cpc54_2613	brown
cpc54_26130	royalblue
cpc54_26131	turquoise
cpc54_26132	green
cpc54_26133	pink
cpc54_26135	orangered4
cpc54_26143	yellow
cpc54_26144	lightcyan
cpc54_26145	grey
cpc54_26146	brown
cpc54_26147	darkgrey
cpc54_26148	grey
cpc54_26149	brown
cpc54_2615	brown
cpc54_26151	darkorange
cpc54_26152	turquoise
cpc54_26153	blue
cpc54_26154	grey
cpc54_26157	darkturquoise
cpc54_26158	turquoise
cpc54_26159	turquoise
cpc54_2616	brown
cpc54_26160	black
cpc54_26161	thistle2
cpc54_26163	grey
cpc54_26164	red
cpc54_26165	grey
cpc54_26169	grey
cpc54_2617	brown
cpc54_26171	green
cpc54_26173	darkolivegreen
cpc54_26175	turquoise
cpc54_26176	turquoise
cpc54_2618	brown
cpc54_26184	brown
cpc54_26185	darkgrey
cpc54_26186	green
cpc54_26187	turquoise
cpc54_26189	midnightblue
cpc54_26190	grey
cpc54_26191	turquoise
cpc54_262	blue
cpc54_2620	green
cpc54_26208	turquoise
cpc54_26209	blue
cpc54_26210	blue
cpc54_26211	blue
cpc54_26213	turquoise
cpc54_26215	red
cpc54_26218	ivory
cpc54_26219	turquoise
cpc54_2622	turquoise
cpc54_26220	grey
cpc54_26221	grey
cpc54_26222	grey
cpc54_26223	grey
cpc54_26224	brown
cpc54_26227	turquoise
cpc54_26229	orangered4
cpc54_2623	turquoise
cpc54_26230	grey
cpc54_26231	grey
cpc54_26232	red
cpc54_26233	yellow
cpc54_26234	greenyellow
cpc54_26235	green
cpc54_26237	brown
cpc54_26238	purple
cpc54_2624	lightgreen
cpc54_26240	lightgreen
cpc54_26242	pink
cpc54_26243	cyan
cpc54_26244	orange
cpc54_26245	turquoise
cpc54_26246	pink
cpc54_26247	grey
cpc54_26248	tan
cpc54_26249	brown
cpc54_2625	darkgreen
cpc54_26250	turquoise
cpc54_26251	navajowhite2
cpc54_26258	turquoise
cpc54_26259	black
cpc54_2626	greenyellow
cpc54_26262	magenta
cpc54_26263	green
cpc54_26264	pink
cpc54_26265	lightyellow
cpc54_26267	grey
cpc54_26268	black
cpc54_26269	turquoise
cpc54_2627	grey
cpc54_26270	turquoise
cpc54_26271	grey
cpc54_26272	grey
cpc54_26273	magenta
cpc54_26277	grey
cpc54_2628	blue
cpc54_26283	lightgreen
cpc54_26284	purple
cpc54_26285	turquoise
cpc54_26286	midnightblue
cpc54_26287	turquoise
cpc54_26288	turquoise
cpc54_26289	turquoise
cpc54_26290	turquoise
cpc54_26292	yellow
cpc54_26293	brown
cpc54_26294	turquoise
cpc54_26295	red
cpc54_26296	midnightblue
cpc54_26297	paleturquoise
cpc54_26299	brown
cpc54_263	brown
cpc54_2630	lightcyan
cpc54_26300	blue
cpc54_26301	turquoise
cpc54_26302	pink
cpc54_26303	turquoise
cpc54_26304	blue
cpc54_26305	turquoise
cpc54_26306	plum1
cpc54_26307	steelblue
cpc54_2631	yellow
cpc54_26314	lightgreen
cpc54_26315	darkgreen
cpc54_26316	grey
cpc54_26317	blue
cpc54_26318	grey
cpc54_26319	lightcyan
cpc54_2632	salmon
cpc54_26320	green
cpc54_26321	lightgreen
cpc54_26322	lightgreen
cpc54_26327	plum2
cpc54_26328	plum2
cpc54_26329	grey
cpc54_26330	grey
cpc54_26331	cyan
cpc54_26332	grey60
cpc54_26334	thistle1
cpc54_26336	green
cpc54_26337	grey
cpc54_26338	darkorange
cpc54_26339	grey
cpc54_2634	magenta
cpc54_26340	magenta
cpc54_26341	lightgreen
cpc54_26342	salmon
cpc54_26343	white
cpc54_26344	yellow
cpc54_26345	magenta
cpc54_26346	brown
cpc54_26347	pink
cpc54_26348	red
cpc54_26349	darkturquoise
cpc54_2635	blue
cpc54_26351	blue
cpc54_26352	midnightblue
cpc54_26353	grey
cpc54_26354	turquoise
cpc54_26355	turquoise
cpc54_26356	yellow
cpc54_26357	tan
cpc54_26358	lightgreen
cpc54_26359	blue
cpc54_26360	grey
cpc54_26361	cyan
cpc54_26362	palevioletred3
cpc54_26363	royalblue
cpc54_26364	purple
cpc54_26365	red
cpc54_26367	yellow
cpc54_26368	lightyellow
cpc54_26369	red
cpc54_2637	grey
cpc54_26370	brown
cpc54_26372	darkturquoise
cpc54_26373	grey60
cpc54_26374	green
cpc54_26375	lightcyan
cpc54_26376	turquoise
cpc54_26377	tan
cpc54_26378	yellow
cpc54_26379	turquoise
cpc54_26380	blue
cpc54_26381	green
cpc54_26382	blue
cpc54_26383	blue
cpc54_26384	yellow
cpc54_26385	magenta
cpc54_26387	ivory
cpc54_26389	greenyellow
cpc54_2639	turquoise
cpc54_26390	red
cpc54_26392	green
cpc54_26393	brown
cpc54_26394	skyblue
cpc54_26395	sienna3
cpc54_26396	purple
cpc54_26397	pink
cpc54_26398	midnightblue
cpc54_26399	red
cpc54_2640	grey
cpc54_26400	brown
cpc54_26401	yellow
cpc54_26402	grey
cpc54_26404	magenta
cpc54_26405	green
cpc54_26406	blue
cpc54_26407	blue
cpc54_26408	turquoise
cpc54_26409	red
cpc54_2641	grey
cpc54_26410	grey
cpc54_26411	red
cpc54_26412	turquoise
cpc54_26414	brown
cpc54_26415	brown
cpc54_26416	skyblue3
cpc54_26417	red
cpc54_26418	salmon
cpc54_26419	black
cpc54_2642	lightgreen
cpc54_26420	salmon
cpc54_26421	brown
cpc54_26422	brown
cpc54_26423	brown
cpc54_26424	brown
cpc54_26425	grey
cpc54_26427	magenta
cpc54_26428	grey
cpc54_26429	darkred
cpc54_2643	salmon
cpc54_26430	magenta
cpc54_26432	lightgreen
cpc54_26433	yellow
cpc54_26434	cyan
cpc54_26435	salmon
cpc54_26436	red
cpc54_26437	pink
cpc54_26438	magenta
cpc54_26439	grey
cpc54_2644	turquoise
cpc54_26441	magenta
cpc54_26443	salmon
cpc54_26444	turquoise
cpc54_26445	lightsteelblue1
cpc54_26446	red
cpc54_26447	brown
cpc54_26448	paleturquoise
cpc54_2645	steelblue
cpc54_26451	yellow
cpc54_26452	darkgreen
cpc54_26453	magenta
cpc54_26454	brown
cpc54_26455	saddlebrown
cpc54_26456	pink
cpc54_26457	grey
cpc54_26459	yellow
cpc54_2646	white
cpc54_26460	turquoise
cpc54_26462	tan
cpc54_26463	blue
cpc54_26464	grey
cpc54_26465	grey
cpc54_26466	yellow
cpc54_26467	magenta
cpc54_26468	grey
cpc54_26469	salmon
cpc54_26470	grey
cpc54_26471	grey
cpc54_26472	thistle2
cpc54_26473	grey
cpc54_26475	white
cpc54_26476	lightcyan
cpc54_26477	blue
cpc54_26478	darkturquoise
cpc54_2648	brown
cpc54_26480	red
cpc54_26481	turquoise
cpc54_26482	lightcyan
cpc54_26483	red
cpc54_26485	turquoise
cpc54_26486	turquoise
cpc54_26487	turquoise
cpc54_26489	grey
cpc54_2649	darkgrey
cpc54_26490	blue
cpc54_26491	white
cpc54_26492	grey
cpc54_26494	green
cpc54_26495	grey
cpc54_26497	blue
cpc54_26498	pink
cpc54_26499	green
cpc54_265	brown
cpc54_2650	turquoise
cpc54_26500	lightcyan
cpc54_26501	turquoise
cpc54_26506	turquoise
cpc54_26507	grey60
cpc54_26508	tan
cpc54_26509	turquoise
cpc54_2651	royalblue
cpc54_26510	turquoise
cpc54_26511	brown4
cpc54_26512	grey
cpc54_26513	orange
cpc54_26514	green
cpc54_26515	blue
cpc54_26517	green
cpc54_26518	black
cpc54_26519	red
cpc54_2652	tan
cpc54_26520	turquoise
cpc54_26521	turquoise
cpc54_26522	red
cpc54_26523	grey
cpc54_26524	purple
cpc54_26527	greenyellow
cpc54_26528	red
cpc54_26529	turquoise
cpc54_2653	yellow
cpc54_26530	tan
cpc54_26531	grey
cpc54_26532	brown4
cpc54_26533	thistle2
cpc54_26534	red
cpc54_26535	turquoise
cpc54_26537	brown
cpc54_26538	yellow
cpc54_26539	yellow
cpc54_2654	grey
cpc54_26540	green
cpc54_26541	grey
cpc54_26542	green
cpc54_26543	lightyellow
cpc54_26544	skyblue3
cpc54_26545	pink
cpc54_26546	turquoise
cpc54_26547	black
cpc54_26548	red
cpc54_26549	blue
cpc54_2655	yellow
cpc54_26550	grey
cpc54_26551	yellow
cpc54_26552	magenta
cpc54_26553	magenta
cpc54_26556	brown
cpc54_26557	brown
cpc54_26558	grey
cpc54_26559	turquoise
cpc54_2656	ivory
cpc54_26560	green
cpc54_26561	purple
cpc54_26562	green
cpc54_26563	blue
cpc54_26565	green
cpc54_26566	turquoise
cpc54_26567	salmon
cpc54_26568	brown
cpc54_26570	turquoise
cpc54_26571	turquoise
cpc54_26572	grey
cpc54_26574	turquoise
cpc54_26575	turquoise
cpc54_26576	red
cpc54_26577	yellow
cpc54_26578	lightcyan
cpc54_26579	purple
cpc54_2658	turquoise
cpc54_26581	turquoise
cpc54_26582	greenyellow
cpc54_26583	brown
cpc54_26584	blue
cpc54_26585	green
cpc54_26586	purple
cpc54_26589	turquoise
cpc54_2659	turquoise
cpc54_26590	lightpink4
cpc54_26593	turquoise
cpc54_26595	pink
cpc54_26596	midnightblue
cpc54_26599	grey
cpc54_266	black
cpc54_2660	yellow
cpc54_26603	turquoise
cpc54_26604	green
cpc54_26610	lightyellow
cpc54_26612	turquoise
cpc54_26614	turquoise
cpc54_26615	palevioletred3
cpc54_26616	purple
cpc54_26617	grey
cpc54_26618	cyan
cpc54_26620	turquoise
cpc54_26621	turquoise
cpc54_26623	grey
cpc54_26624	blue
cpc54_26625	turquoise
cpc54_26626	purple
cpc54_26627	grey
cpc54_26628	grey
cpc54_26629	darkgrey
cpc54_26630	saddlebrown
cpc54_26631	brown
cpc54_26632	salmon
cpc54_26633	lightcyan1
cpc54_26634	green
cpc54_26635	purple
cpc54_26636	turquoise
cpc54_26637	grey
cpc54_26639	turquoise
cpc54_2664	grey
cpc54_26640	grey
cpc54_26641	lightyellow
cpc54_26642	tan
cpc54_26643	greenyellow
cpc54_26644	yellow
cpc54_26645	turquoise
cpc54_26646	turquoise
cpc54_26647	turquoise
cpc54_26648	orangered4
cpc54_26649	tan
cpc54_2665	grey
cpc54_26650	lightgreen
cpc54_26651	turquoise
cpc54_26652	turquoise
cpc54_26653	yellow
cpc54_26654	tan
cpc54_26655	turquoise
cpc54_26656	lightyellow
cpc54_26657	blue
cpc54_26660	grey
cpc54_26662	grey
cpc54_26664	thistle1
cpc54_26665	darkturquoise
cpc54_26666	turquoise
cpc54_26667	grey
cpc54_26668	grey
cpc54_26669	lightyellow
cpc54_2667	blue
cpc54_26670	yellow
cpc54_26672	grey
cpc54_26673	red
cpc54_26674	brown
cpc54_26675	turquoise
cpc54_26676	brown
cpc54_26677	blue
cpc54_26678	grey
cpc54_26679	skyblue
cpc54_2668	turquoise
cpc54_26680	lightcyan
cpc54_26681	yellow
cpc54_26682	pink
cpc54_26683	turquoise
cpc54_26684	tan
cpc54_26687	green
cpc54_26688	red
cpc54_2669	blue
cpc54_26690	midnightblue
cpc54_26691	turquoise
cpc54_26692	paleturquoise
cpc54_26693	midnightblue
cpc54_26694	brown
cpc54_26696	pink
cpc54_26697	turquoise
cpc54_26699	black
cpc54_267	turquoise
cpc54_26700	yellow
cpc54_26701	grey
cpc54_26702	cyan
cpc54_26703	brown
cpc54_26704	darkgreen
cpc54_26705	yellow
cpc54_26706	grey60
cpc54_26707	greenyellow
cpc54_26708	darkgrey
cpc54_26709	greenyellow
cpc54_2671	grey
cpc54_26710	green
cpc54_26719	turquoise
cpc54_2672	turquoise
cpc54_26720	orange
cpc54_26723	grey
cpc54_26724	lightcyan
cpc54_26725	yellowgreen
cpc54_26726	blue
cpc54_26727	yellow
cpc54_26728	grey60
cpc54_26729	grey
cpc54_26730	red
cpc54_26731	brown
cpc54_26732	pink
cpc54_26733	turquoise
cpc54_26734	blue
cpc54_26735	tan
cpc54_26736	orangered4
cpc54_2674	pink
cpc54_26741	lightcyan
cpc54_26744	grey
cpc54_26745	blue
cpc54_26746	grey
cpc54_26747	yellow
cpc54_26749	brown
cpc54_2675	blue
cpc54_26750	green
cpc54_26751	magenta
cpc54_26752	yellow
cpc54_26753	turquoise
cpc54_26754	yellow
cpc54_26756	cyan
cpc54_26757	saddlebrown
cpc54_26758	darkturquoise
cpc54_26759	brown
cpc54_2676	grey
cpc54_26760	turquoise
cpc54_26761	yellow
cpc54_26762	darkred
cpc54_26763	blue
cpc54_26764	brown4
cpc54_26766	grey60
cpc54_26767	magenta
cpc54_26768	lightyellow
cpc54_26769	salmon
cpc54_2677	grey
cpc54_26770	lightgreen
cpc54_26771	magenta
cpc54_26772	magenta
cpc54_26773	magenta
cpc54_26774	magenta
cpc54_26775	cyan
cpc54_26776	grey
cpc54_2678	grey
cpc54_26789	brown
cpc54_2679	lightsteelblue1
cpc54_26790	brown
cpc54_26792	salmon
cpc54_26794	greenyellow
cpc54_26795	greenyellow
cpc54_26796	yellow
cpc54_26797	yellow
cpc54_26798	ivory
cpc54_26799	blue
cpc54_268	magenta
cpc54_2680	royalblue
cpc54_26800	turquoise
cpc54_26801	blue
cpc54_26802	orange
cpc54_26803	salmon
cpc54_26804	yellow
cpc54_26805	green
cpc54_26806	darkolivegreen
cpc54_26807	grey
cpc54_26808	paleturquoise
cpc54_26809	tan
cpc54_26810	darkolivegreen
cpc54_26811	lightgreen
cpc54_26812	tan
cpc54_26813	greenyellow
cpc54_26814	grey
cpc54_26815	black
cpc54_26816	red
cpc54_26817	turquoise
cpc54_26818	pink
cpc54_26819	black
cpc54_2682	green
cpc54_26820	grey
cpc54_26822	saddlebrown
cpc54_26824	turquoise
cpc54_26825	magenta
cpc54_26827	purple
cpc54_26828	pink
cpc54_26829	purple
cpc54_2683	ivory
cpc54_26830	grey
cpc54_26831	turquoise
cpc54_26832	turquoise
cpc54_26833	turquoise
cpc54_26834	pink
cpc54_26835	brown
cpc54_26836	grey
cpc54_26837	brown
cpc54_26838	salmon
cpc54_2684	green
cpc54_26841	green
cpc54_26842	turquoise
cpc54_26843	turquoise
cpc54_26844	grey
cpc54_26845	black
cpc54_26847	yellow
cpc54_26848	yellow
cpc54_26849	turquoise
cpc54_2685	blue
cpc54_26850	grey
cpc54_26851	grey
cpc54_26852	grey
cpc54_26855	grey
cpc54_26856	turquoise
cpc54_26857	turquoise
cpc54_26858	turquoise
cpc54_26859	turquoise
cpc54_26860	turquoise
cpc54_26861	turquoise
cpc54_26862	green
cpc54_26863	yellowgreen
cpc54_26864	brown
cpc54_26868	grey
cpc54_26869	grey
cpc54_2687	turquoise
cpc54_26870	grey
cpc54_26871	grey
cpc54_26873	salmon
cpc54_26874	brown
cpc54_26876	green
cpc54_26877	turquoise
cpc54_26878	turquoise
cpc54_26879	turquoise
cpc54_2688	blue
cpc54_26880	turquoise
cpc54_26883	grey
cpc54_26888	magenta
cpc54_2689	blue
cpc54_26890	grey
cpc54_26892	grey
cpc54_26894	grey
cpc54_26896	grey
cpc54_26897	turquoise
cpc54_269	yellow
cpc54_2690	greenyellow
cpc54_26908	red
cpc54_2691	pink
cpc54_26910	turquoise
cpc54_26911	turquoise
cpc54_26912	brown
cpc54_26913	turquoise
cpc54_26914	brown
cpc54_26915	yellow
cpc54_26916	pink
cpc54_26917	skyblue
cpc54_2692	tan
cpc54_26920	black
cpc54_26921	turquoise
cpc54_26922	brown
cpc54_26923	green
cpc54_26925	turquoise
cpc54_26926	pink
cpc54_26927	lightcyan
cpc54_26928	skyblue
cpc54_26929	black
cpc54_2693	grey
cpc54_26930	black
cpc54_26931	turquoise
cpc54_26932	magenta
cpc54_26933	turquoise
cpc54_26934	turquoise
cpc54_26935	red
cpc54_26936	turquoise
cpc54_26937	midnightblue
cpc54_26939	darkorange2
cpc54_2694	lightcyan
cpc54_26940	white
cpc54_26941	turquoise
cpc54_26942	turquoise
cpc54_26943	turquoise
cpc54_26945	yellow
cpc54_26946	black
cpc54_26947	ivory
cpc54_26948	grey
cpc54_26949	red
cpc54_26950	yellow
cpc54_26951	lightsteelblue1
cpc54_26952	turquoise
cpc54_26954	grey
cpc54_26955	grey
cpc54_26956	grey
cpc54_26957	pink
cpc54_26958	red
cpc54_26959	blue
cpc54_2696	blue
cpc54_26960	lightcyan
cpc54_26961	white
cpc54_26962	yellowgreen
cpc54_26963	blue
cpc54_26964	turquoise
cpc54_26965	turquoise
cpc54_26966	midnightblue
cpc54_26967	turquoise
cpc54_26968	yellow
cpc54_26970	darkgreen
cpc54_26971	turquoise
cpc54_26972	pink
cpc54_26973	pink
cpc54_26974	blue
cpc54_26975	grey
cpc54_26976	black
cpc54_26977	cyan
cpc54_26978	turquoise
cpc54_26979	turquoise
cpc54_2698	greenyellow
cpc54_26980	cyan
cpc54_26981	grey
cpc54_26982	red
cpc54_26983	blue
cpc54_26984	darkorange
cpc54_26985	floralwhite
cpc54_26986	lavenderblush3
cpc54_26987	greenyellow
cpc54_26988	grey
cpc54_26989	turquoise
cpc54_2699	blue
cpc54_26990	grey60
cpc54_26991	turquoise
cpc54_26992	brown
cpc54_26993	sienna3
cpc54_26994	green
cpc54_26995	grey
cpc54_26996	lightyellow
cpc54_26997	turquoise
cpc54_26998	tan
cpc54_26999	blue
cpc54_27	blue
cpc54_2700	greenyellow
cpc54_27000	salmon
cpc54_27002	grey
cpc54_27003	darkolivegreen
cpc54_27004	grey
cpc54_27005	salmon
cpc54_27006	yellow
cpc54_27007	yellow
cpc54_27008	brown
cpc54_27009	blue
cpc54_27012	blue
cpc54_27014	blue
cpc54_27015	turquoise
cpc54_27016	grey
cpc54_27017	blue
cpc54_27018	grey
cpc54_2702	grey
cpc54_27023	turquoise
cpc54_27024	thistle2
cpc54_27025	pink
cpc54_27026	darkred
cpc54_27027	darkorange
cpc54_27028	turquoise
cpc54_27029	darkgrey
cpc54_2703	black
cpc54_27030	blue
